,username,comment
1160,t y,剛剛一邊看lck一邊吃了bbq 無骨起司公館店的 完全照著toyz推薦的點 但是：皮炸太乾 肉相對有骨的很少 不知道是不是公館這家沒做好 還是toyz的口味跟我不合 會再嘗試一次有骨的很少如果還是炸太乾 就不會再買了 個人目前吃過起家雞 nene跟bbq 最喜歡nene
1161,乘風破浪,"鐘菜，吃了三次，豬肝同行的人沒有一個不愛；雪菜蝦球我自己很喜歡每次必點；所以大家口味真的都不太一樣，炒飯沒試過下次來試試

但不得不說這間店再我心中評價很高，還有很多優秀菜色椅子沒有試試，可以再去吃看看"
1162,Chiii,小劉才剛收到之前的傳票 這次委婉許多了
1163,簫物瑰,雪菜粉只看的到雪菜蝦球，說什麼我都聽不到了超想馬上吃椅子的滿分炒飯，是什麼風格的，感謝解鎖新名單
1164,Chiang Lawrence,常常聽偷椅子說酥脆感，其實並不是油炸的食物就只追求酥脆口感，像前集的炸雞ㄧ樣，油炸物上面淋上醬料後口感肯定就是沒這麼酥脆，所以應該是純評論口味，不是一直執著油炸物就要酥脆，這真的只是你個人喜好問題而已，東西好不好吃應該都由口味去評斷，口感這東西比口味更主觀。
1165,最終,"每個人口味不同
椅子有說出喜歡跟不喜歡的原因
跟他口味類似的就會贊成
跟他口味不同的就會反對"
1166,TerrenceUTB,欣葉菜很多，家裡常去，有些椅子沒吃過的我家人很愛，豬肝也是常點的一道，或許是味道不合吧
1167,jejedidi520,看這集就感覺Toyz不是很懂台灣傳統臺菜的文化精髓，欣葉的香煎嫩豬肝真的很好吃，口感滑嫩，外皮微微酥，用的是粉肝，一定要趁熱吃，而且喜歡煎豬肝的人就是喜歡豬肝的那個風味，用太多醬汁蓋掉它本身的味道就不是傳統台灣乾煎豬肝了，改成醬爆豬肝算了，香港人好像習慣做醬爆系列吧，台灣菜脯蛋本來就是中間用老蔡脯，兩面蛋液要煎到金黃乾爽甚至帶點微焦香味，不是像港式滑蛋蝦仁的作法一樣一定要有濕度滑嫩，完全不同做法，他可能習慣吃港式滑蛋什麼的系列，油蔥雞也是就是吃土雞比較緊實的口感，跟香氣，而且傳統作法的話就是將雞用水煮熟，然後用蔥油冷泡一夜入味，雞肉充滿蔥香，油潤爽滑，皮一點點脆，中間有雞汁凍，這才是真正的蔥油雞！想要雞胸柔軟多汁就要用舒肥料理方式放棄傳統方式了！而且味道口感也不會一樣了，這樣就不需要用土雞或放山雞了，飼料雞也能做，美式炸雞都很嫩啊，都是飼料雞！用舒肥雖然連雞胸都能軟嫩，但就會偏向義法料理的感覺，這樣就跟主打台式傳統菜宗旨的方向背道而馳了！現在有傳統蔥油雞的店已經越來越少了！這集讓人感覺Toyz還是用了粵菜的喜歡在看台式傳統菜，有點為了嘴而嘴，並沒有真正去了解過臺菜！然後有些比較經典臺菜都沒點到，三杯雞，紅蟳米糕，芋頭米粉湯，潤餅，刈包，烤烏魚子，金瓜炒米粉，魷魚羹，古早味杏仁花生豆腐⋯等！
1168,Thomas Shuo Yen Chen,建議椅子還是去吃韓式炸雞比較適合啦 :)
1169,粉紅野豬騎士來摟,坦白說椅子的口味應該也只是她的口味 上一篇的臭豆腐讓我跑去試吃 結果就是...還是去吃適合自己的吧 椅子的口味不是普通台人愛的
1170,盤盤,偷椅子應該會很喜歡雪菜豬肝
1171,mingwei Ye,豬肝那個部分，完全就是個人口味了。我對豬肝的想法跟toyz太不一樣了。
1172,Eva,想看椅子評阿霞飯店在台南三井Outlet新開的「阿霞飯店ASHA」
1173,Yu hsuan Hung,說不定椅子去普通欣葉可能印象會好一點！
1174,cn Tsai,看了那麼多集 認真覺的椅子吃不懂臺菜 。你還是介紹一些粵菜吧
1175,Henry Hung,想看小劉去吃阿霞飯店、金蓬萊
1176,Lai Swiss,"笑死，還是那句話
椅子只有粵菜評價還能看看
其他就當笑話看就好
菜圃蛋煎的有點久…"
1177,MoReKa 114,湯豪可以找一集邀你兄弟小劉上美食拍一集嗎
1178,Mr.weı,有人知道椅子身上那件衣服是甚麼品牌嗎XD
1179,Lin Chihuei,一樣一句老話 「美食評論我只信 TOYZ」
1180,張睦培,欣葉的豬肝不好吃？？椅子的口味確實跟部分臺灣人（在下小弟我）不一樣啊⋯⋯
1181,高铭骏,整桌菜一个色调，是toyz不会点，还是经理条刚。进到被追捧的餐厅，好吃是应该，打分数是从满分往下扣。在高级餐厅会记住不及格的菜，在熱炒店只会关心那些好的菜。如果钟菜有行政主厨，那个卤肉，葱油鸡，菜埔蛋，从影片都能看出不及格，要嘛改菜单，要嘛换掉行政主厨
1182,李皮皮,Toyz這次的評論怎麼有點像強者傑哥啊
1183,b b,toyz你雖然只有國中畢業 但是英文能力不錯 可以找個時間分享香港的英文教育有什麼地方台灣可以學習的嗎？謝謝
1184,Nick Chris,如果豬肝真的像椅子哥這樣說的，那很毋湯欸
1185,呆Dai,"一堆人說椅子不懂吃，但台菜餐廳又不是只有台灣人會去，不同國家飲食習慣本就不一樣，發表自己的看法不是很正常?
難不成你去其他國家的餐廳吃就不會有吃不慣的問題?"
1186,黃柏硯 燕毛五技而不全,"我真的很好奇說的人到底也沒有來這家餐廳吃過阿沒吃過會知道嗎？Toyz就是以自己的口味去評，他也不是美食評論家,很多人說他雞肉乾雞肉柴，而且如果嫩是基本，那所有餐廳都不要用土雞肉了,都用肉雞就好...省成本又嫩，反正真的很多東西要自己嘗試才會知道，或許你當下去吃，在影片覺得東坡肉顏色很淡，但一入口卻很好吃也說不定，一家餐廳的好壞我真的覺得看他的影片不準還是要自己去吃，看一看好玩就好了，嘗試了不好吃下次不要去就好也沒損失，很多在那邊講話的人應該蠻多也不會來這種餐廳吃飯啦"
1187,為,之前正宗的韓國廚師師父也說炸雞真的不能太大塊 容易醃不入味，好的韓國炸雞不能太大塊，椅子說的是沒錯的
1188,其實我是臥底的貓,起家雞唯一推薦口味是起波雷 不過的確像toyz說的一樣 很容易軟 之前原本醬肉可以分開放 後來說不行
1189,Kay Huang,炸雞吃完一輪真的會肥死，而且韓式醬太邪惡了，不過看椅子吃很是羨慕
1190,Adam,為什麼toyz整天大魚大肉吃炸的皮膚還這麽好
1191,毛柏翔,看完 現在馬上殺到跟偷椅子一樣的慶城bb.q韓式炸雞 結果猜不到有醬的那個口味 然後慶城店真的超級超級難停車 建議撘捷運去
1192,L K,第二家很明顯被小劉的數學題給問倒了   硬凹 10塊錢是洗盤子    果真是賣給盤子
1193,Alex Chou,椅子我想問你基本上每一集都看你盤腿坐在地上，是都不會麻嗎？很屌欸
1194,Kero Suke,TOYZ會吃，大小跟入味真的有差，這見解跟韓國廚師孫榮一樣!
1195,李阿銘,看來椅子的影片包去高雄的BBQ朝聖  雷爆  點了半半。除了雞腿能吃以外。其他部位  乾柴到一個想翻桌
1196,清清清清,好想看小劉跟九妹拍對決
1197,小雷Rex,乾   第二家 TOYZ直接變成盤子XDDDD名符其實
1198,b b,toyz一定有客家人基因XDD
1199,賴心榆,雖然但是 不過拖椅子敢問真的牛逼
1200,dinner lin低能林,原來TOYZ也是客家人，會斤斤計較
1201,Paradox Sawn,日本京都的nene chicken特别辣鸡。感觉体会到椅子的感受了。这牌子出了韩国品控根本不行。
1202,詹子毅,"身為蟻粉今天特地去吃bbq
原味的半雞 大塊的真的很柴
起司的半雞 吃到一半就膩到不行
完全不是椅子講得不柴又不膩"
1203,mOoN,大麻椅子炸雞好好ㄔ 真香
1204,夜歌殘賦痕千古,椅子跟孫榮師傅的評價前二都一樣耶
1205,Tina Wang,Toyz的排名跟我一樣诶
1206,卡迪納,椅子 可以介紹一下你的刺青嗎
1207,Bunny Ke,Toyz：半半半半半半半半半半半半半半半半半半半半半半半半盤子
1208,Luna,店員不會回答就不要亂回答...回答洗盤子的價格會不會太離譜了？這種回答只會讓人更生氣吧！公司亂訂價錢，店內員工也亂胡扯，內用還硬要說，把所有客人都當盤子和北七嗎？Toyz好倒楣活生生被白噱了一頓...完全讓人不想踏進去嚐鮮，免得被當凱子噱。
1209,陳政豪,椅子 我發現你得衣服是不是沒有人折?你得影片上穿得衣服整個都皺皺的....
1210,炎飛,"住晶華建議吃ROBIN'S 牛排屋，現在柏麗廳超難吃千萬別去
椅子如果訂的到建議帶女伴去住文華東方，下午茶可以整組送進房間而且超漂亮
尤其buffet超狂，目前只有開放周末假日，雖然不便宜但絕對值得"
1211,雅馬,想看Toyz在三千元住宿飯店吃三千元的外送料理，不限定在哪一家飯店。
1212,冠億,我猜椅子想講的四字成語是東施效顰
1213,阿公a老人褲,這集的Toyz好厭世的感覺!!
1214,大棋子生的小棋子,希望小劉可以跟谷阿莫feat一集負評飯店，感覺很有料
1215,Ayan Lin,小劉最近很積極在上片呦
1216,賴聖文,椅子  總結是不是牛排搞錯了  你點的是肋眼不是戰斧~
1217,大天使三月七的老公,櫻島麻衣、蕾姆、魔法少女小圓、上面那隻是聖路易斯嗎？還有簡刻戀柱..對toyz的公仔有興趣
1218,mimic mirror,阿基師在哪家酒店？想看拖椅子的感想
1219,鄭傑予,椅子的衣服很好看欸 是哪裡買的
1220,ki lok choi,小劉是目標打算進來所有範疇的黑名單嗎
1221,高大ㄨㄟ 破200pr.操!,小劉講到吉野家~偶嘴裏整個飲料噴出來~這個［彬彬］就是遜
1222,雨過天晴,椅子是想說....畫虎不成反類犬嗎?
1223,戀愛家畜Awkward,"Toyz: Everything is really good!
還是Toyz: 4.5分 不要來 太貴了！"
1224,林寯頡,不愧是小劉，蹲過口才直接昇華了一個層次。
1225,b b,其實滿中肯的 西方白人對於海鮮調味沒有日本人在行 但對於肉類麵包很強 期待toyz去吃吃江戶前料理或懷石料理
1226,雅馬,想要看Toyz吃吃到飽的飯店餐廳
1227,龍鳳鯨,ㄟ阿航你可以跟椅子一起重拍早餐吃到飽和夜市牛排特輯嗎
1228,駺井光,"以在台灣能夠不花飛機票以及特地找尋就能吃到當地傳統的味道來說，聽起來是可以一試，只不過TOYZ也很誠實說出了這樣的料理體驗價個是五千多

大家能不能夠接受，我想見仁見智，以TOYZ的收入來說他認為這樣的價格他給4.5分，他選擇不會來吃，然而我們大部分的人的收入也許都還未能達到TOYZ的程度"
1229,彥翔,如果拖椅子能跟阿航開一個專門吃的頻道一定很讚
1230,Luna,Toyz又剪成平頭小劉了，你有頭髮時看起來比較帥，比較喜歡你介紹的，不需要靠來賓也有流量，而且也比較真實，誰說你不公道的，最喜歡看的就是你主持的美食公道伯啊！來賓讓人感覺很假。
1231,Rocky Lee,TOYZ對粉絲超好~
1232,Jeff,美食公道伯系列還是toyz一個人主持會更好。
1233,文華,其實老闆一直講「我們」是在暗諷toyz旁邊的兩個woman️老闆真是英明
1234,tin_o,介紹食物時收音偏遠，和來賓互動可以多些小 加油toyz 改變是好事，但比較雜亂
1235,Carmen Wu,就愛椅子說真話！
1236,任傑佑,奇怪了 找這種假假妹 連身材都藏起來是幹嘛XD 整個很尷尬 這次真的失敗了 整個尬聊 ><快點回到哈門的椅子啦
1237,Yourong Xie,略尬，小劉好像很緊張? 有沒有考慮刯9man出去吃一波，會吃又會形容比較好看
1238,可憐之人必有可恨支畜,找兩個花瓶 好像沒有比較好欸小劉
1239,林孟煒,Toyz自己拍感覺節奏比較好
1240,Yusc BG,還是比較習慣只有小劉
1241,castle Gr,小九九的實況頻道我不會點進去看，反而在toyz的頻道會多看兩眼，我比較喜歡像這樣沒有濾鏡自然美的感覺 讚
1242,精神科醫師,"上次看了TOYZ的影片紅豆餅吃了 紅豆，奶油，鮪魚玉米~感覺很不錯
我興沖沖的來到宜蘭的小時候紅豆餅前表示: 老闆，全部都給我來一份~
20分鐘過後~ 老闆: 總共230，謝謝 !!
我:… ?!??!? 一看原來有將近十種紅豆餅..."
1243,Adam Siao,"前面兩家都吃過，椅子夠公道
身為三重人龍門鴨肉羹不用多說，我吃了6.7年
鴨肉羹的天花板，那個湯很有東西，還有...真的沒有人在吃原味的，辣椒粉都是一個加得比一個多"
1244,超濃,北港鴨肉羹真滴好吃，終於等到小劉拍這家，每次去都是排隊，4.5.就差不多要賣完了
1245,Henry Chang,新竹有一間長興釣蝦場 的麻辣臭豆腐很厲害 希望椅子去吃看看
1246,Morris Liu,如果我記得沒錯的話，小劉的家離鴨肉羹好像很近
1247,Luna,那個男生小劉 聽起來不錯哦！有Toyz認證過好吃的都會讓人特別想去吃！美食公道伯說話實在又公道，不會因為推而推這點就給讚，讓人越來越喜歡這個單元～小劉評比就是讚
1248,小川,"【椅其林】指南如下
小劉：可以特地來吃吃看；Toyz：＊＊＊
小劉：有路過可以吃吃看；Toyz：＊＊
小劉：住附近可以吃吃看；Toyz：＊"
1249,Carmen Wu,椅子的評論認真中肯，幾乎所有我也有吃過的品項，評價出入不大，可以出個小劉指南了。
1250,sushi lee,好喜歡跟著toyz一起吃飯，真的好希望你留在台灣
1251,Anson 0908,完全沒有包袱的toyz無敵了吧
1252,KUANG LEE,波特曼香雞排 在內湖 是我吃過最好吃的雞排，會流雞汁的！炸的也非常剛好！建議椅子一定要去試試看！
1253,李岳承,想看椅子去新竹挖出10家平價美食
1254,莊誠,雙北地區好吃的雞排還真的蠻多，憑良心講起來，北部的雞排平均水平還是比南部要好一些，南部方面就只有江媽媽雞排跟昌平炸雞會推薦TOYZ去試試看，真的是有水準
1255,杯具Man,今天聽到米奇林的部份 感覺小劉可以用個米奇偉星星之類的 去幫店家評星星
1256,Shang,要吃肉圓的話 北斗肉圓應該是全台調味最特別的 推薦小劉路過彰化能吃吃
1257,郭小魚,不是在得罪網紅，就是在得罪網紅的路上，那個男生小劉。還不錯。有梗，這企劃還不錯繼續。
1258,桜井雫,"老闆：痾...
椅子：阿 不用
老闆：...
椅子：喔 還沒付錢"
1259,德霍華,士林華榮市場甜不辣賣的肉圓感覺也是椅子哥會喜歡的
1260,專業高爾夫教學-Jack,小劉講話越來越委婉了
1261,陳榮富,台中的成功臭豆腐也是好吃阿 小劉下次來台中記得去吃
1262,030 Hello,"請toyz美食家來桃園, 幫本地人找明天的食物qq"
1263,Rui,那個男生小劉 太神啦
1264,鈴音,可以叫椅子回去打lol嗎 美食公道伯有椅子=沒料，小劉比他好多了
1265,CC C,"kiki甚麼都吹真的不行
看過幾次影片就知道沒必要看了
果然還是我們椅子公道"
1266,a1111130512,那個肉圓椅子覺得好吃的話 那你來彰化吃有好幾間妳應該會都覺得不錯
1267,Mr. Lin,小劉可以拍拍台南的夜市美食嗎?
1268,莊圈圏,椅子哥什麼時候來台南拍一集
1269,C Y,那個男生小劉，有梗哈哈
1270,Tommy,就年輕人吃不夠多，然後想賺錢，當然誰都不得罪，椅子拍的我幾乎都吃過
1271,觀世in put薩,為什麼錄羊肉羹那邊好像剛哭過還是快哭的樣子吃的這麼委屈嗎椅子
1272,XX X,我不要小劉 我要那個Toyz 怎麼可以因為是女生就放水 還我美食公道伯
1273,JIAN ALEX,巧巧要吃雞翅不是是吃雞排，他們家厲害的是雞翅跟甜不辣，toyz你吃錯啦！企劃都沒先做功課嗎！！！？
1274,yin zhang,那個男生椅子
1275,小林Lin's life,那個男生小劉懂吃
1276,幹去你媽,笑死小劉發言越來越嚴謹了
1277,梁鈺欣,那個抄襲小劉
1278,宜學 蔡,TOYZ說的太貼切了~~我也是認為阿義那個莫名其妙的蚵仔魯肉飯到底那裡好吃的人之一(當初也是看了部落客推薦去吃~吃了覺得亂難吃的完全不懂是在推薦什麼東西)
1279,Kai Kai,基隆廟口30號攤 半夜10點之後才開的滷肉飯 應該是豬背油 因為攪一攪肥油都不見了融化在飯中!!在+一顆魯鴨蛋 升天了!!蝦仁羹倒是還好~但是能續湯 送給Toyz品嚐
1280,莊誠,"其實蛇肉本身就蠻硬且帶有嚼勁的，有興趣可以去台中試試看，至於三杯鱉肉方面，比較建議點藥燉的品項，因為他的肉也是非常有嚼勁，皮也煮不太爛，所以需要長時間藥燉的湯頭料理才會好吃，類似這種料理其實南部很多，我不懂為什麼台北華西街可以號稱台灣唯一???
有機會還是建議TOYZ去南部試試看吧!!"
1281,傅政凱,椅子哥會不會老了之後只剩泡麵可以吃 真男人啊
1282,shin shin Low,這一集畫面呈現的質感不錯喔；椅子最近沒直播是因為忙著搬家嗎？
1283,apple300,想看椅子做一集阿公店一日遊
1284,林善崙,toyz如果愛吃割包...住台北應該試試看 德惠街 欣葉總店的割包
1285,六廷,個人覺得萬華真正的美食應該是在康定路和桂林路交叉路口附近的鑽石大樓上椅子可以去試試看
1286,Kyle Wang,"美食喜好本來就很主觀
大家不用為了Toyz覺得哪家好吃，網友留言哪家好吃，跟你不同意見就留言開嘴

大家推薦自己喜好的東西"
1287,康佑安,"既然Toyz覺得第一家70元的香菇跟滷肉格格不入
好奇他們的30塊滷肉飯怎麼樣呢"
1288,林振,蛇肉在台南小北夜市那裡有一間，toyz有機會可以去吃吃看，順便拍個台南公道伯
1289,lo ng,"身為在地人，唉.....
小王真的別再推了~

還以為Toyz一直都評的不錯"
1290,TED,TOYZ這麼愛吃滷肉飯 要不要來基隆吃啊
1291,eken建宇,看來toyz準備要拍會客菜公道伯了
1292,C8763,土城的陳家莊滷肉飯推薦給椅子 絕對是有靈魂的滷肉飯
1293,Glatt格拉特,想看toyz 吃看看展鐵板燒
1294,an H,小劉便會講話了真棒
1295,Vic,"Toyz 住三重 我真心推薦 五華街 割包小天地
真心好吃 花生粉 香菜 酸菜比例很好
滷的夠味肥肉不膩 可選肥瘦 推薦偏肥"
1296,JI XIAN WENG,想看椅子吃新竹的廟口鴨香飯
1297,阿秋,我看很多集了 一直很疑惑一個問題 為什麼toyz 食物放進去嘴巴的時候手都會一直抖 感覺是很困難的動作似的
1298,小小工讀生,偷椅子可以去台南開箱嗎?? 我桃園鄉下人想知道
1299,前田健太,不知道toyz 有沒有吃過晴光市場的黃記滷肉飯
1300,鄭小欣,椅子 吃東西 手真抖
1301,Dicky Chen,好吧 TOYZ好笑
1302,世界最大肥貓,Toyz會來金門吃美食嗎
1303,豪哥,好笑了，原來偷椅子拿的是傳說對決的冠軍?我記得不是英雄聯盟嗎？
1304,FOMOstoner,Toyz是不是都哈完才去吃阿
1305,K,離題一下，toyz現在已經不打遊戲了嗎？好像已經很久沒看到他的遊戲直播了...
1306,John,椅子打的原來是傳說對決，我之前都誤會了
1307,瑞斯叔叔,原來椅子有在打傳說對決
1308,張優吐,跟今大完全不能比好嗎小王跟阿義都不行啦⋯⋯toyz北投矮仔財去吃吃看保證台北最強
1309,莫晏丞,看來平行時空的小劉有在實況傳說對決
1310,aqa tam,傳説對決-世界冠軍toyz
1311,龍鳳鯨,椅子哥什麼時候拜託統神跟哥哥道歉
1312,李鋼,"身為宜蘭人 一直對TOYZ 給的評價充滿懷疑 直到今天 你來宜蘭評論了一番以後  我可以給你一個非常中肯的大拇指...
真的非常公道 前面我自己也光顧過 確實好吃 最後一家阿灶伯呢..就是盤觀光客的 是真他媽難吃的一家 但是盤子又超多"
1313,林展鵬,從評價阿灶伯的評價後，我又更肯定椅子的公道伯確實很公道，不會屈服在名聲之下
1314,Wei,椅子真的是在帶動台灣美食經濟
1315,Shanley Chen,"阿灶伯真的超普通！不懂到底在排什麼，位子又小又擠又熱、等很久，一吃傻眼，這到底有什麼好排不會想吃第二次… 
Toyz評價果然中肯，而且看了之前冷凍水餃評比，去買了ALIN的水餃真的好吃
這次蒜味肉羹有吸引到我～"
1316,Luna,Toyz結尾吃蔥的畫面真的太震撼了！笑到不行，這樣就不算沒吃到宜蘭三星蔥了，哈哈，不過單吃蔥不會很辣嗎？
1317,Adesan The,"你好Toyz
看了你將近10年，中間斷斷續續的，
一直很喜歡你，想不到你這次來宜蘭吃美食 當下沒有關注到你的貼文 我在宜蘭流動夜市擺攤好一陣子了 生意還算可以 賣鮮奶麻吉 希望你有空可以來吃吃看 拍攝是其次"
1318,Josh Huang,"阿娘給隔壁的瓜仔雞麵也超好吃的~
也宜蘭在地老店~
可惜Toyz沒有吃到~"
1319,范秀華,想看椅子 吃吃台北的大鵬壽司 每一口都是食物自然的甜味
1320,天也洋菜,可惜沒看到椅子去吃東門夜市的蔥油餅，那家真的是蔥油餅界天花板
1321,玲玲兒,如果宜蘭真的是美食沙漠 就不會有那麼觀光客了 椅子我IG也有推薦你 但沒出現在這次影片上面QQ
1322,葉大維,感謝為宜蘭發聲~感謝 椅子哥
1323,wei lin,toyz好老闆~都給員工吃剩的口水
1324,Vivian,小劉～宜蘭一直都不是美食沙漠QQ 是不是記錯了
1325,Rian Lee,"小劉 你公司還缺人嗎
整個很想去你那邊上班"
1326,激怒你喂,小劉啊，要去吃大麵章，俗稱賭博麵啊，便宜又好吃。
1327,我的媽,"toyz能去吃高雄市鳥松區 鳥松國小門口的羊肉羹嗎 超級好吃
建議加醋加辣椒"
1328,Chen Justin,可以拍花蓮的嗎想看椅子推什麼
1329,我暉哥啦,還在等Toyz的從零開始
1330,Tim,toyz手機桌布讚哦
1331,范晉嘉,還是其實椅子是庶民嘴不適合吃貴的
1332,YEN Lin,完全在亂吃欸你，宜蘭在地人都不會去你介紹的這幾家，椅子完全被反串騙了啦
1333,龍鳳鯨,ㄟ椅子哥統神現在也在宜蘭拍片 你們這麼這麼巧 連巧了兩次了 你是不是假藉拍片之名私底下跟統統密會
1334,asd123m2001,Toyz 敢不敢去桃園美食沙漠
1335,yao,toyz手機桌布有料
1336,EW W,美食節目 我只看TOYZ
1337,fai Wong,Toyz  ~~~
1338,,垃圾車玩笑椅子講特別有料XD
1339,玖兔🐇Kyuusagi,小劉做的效果感覺越來越自然了 期待之後可以重新回來開直播! 還有祝小劉早日重回巔峰
1340,雪雪,"看Toyz吃東西感覺好享受 喜歡Toyz吃東西的感覺
真希望有天案子趕快結束 Toyz可以在台灣平平安安幸幸福福的過日子"
1341,翔翔,蘆洲人早就想看小劉來蘆洲夜市了，個人很喜歡清蒸肉圓，但一份明明是兩顆，湧蓮寺外一家炭烤也很好吃，蘆洲從長安街光華路再到蘆洲夜市吃兩輪還不滿足，但幾年前的蘆洲才是美食天堂，是已經有很多店家沒做了。
1342,江小小,"蘆洲夜市這一帶真的很多好吃的!!
住在附近真的不用擔心餓死，還可以保有吃到美食的幸福感XD
感謝小劉來蘆洲觀光~"
1343,Victor,住三民路這些東西從小吃到大的我真是身在福中不知福( ˶ ❛ ꁞ ❛ ˶ )，感謝Toyz來關心蘆洲人( /^ω^)/♪♪說不定有幸當鄰居XD
1344,Luna,看到Toyz來到蘆洲拍夜市，身為也住在這裡的粉絲，真得超開心的！好可惜沒能遇到，不過看到你介紹那麼多美食還說到可能搬過來就好興奮，希望可以當小劉的鄰居，蘆洲永遠歡迎你來！福州包真的好吃，還有汪派炒羊肉也很美味，誠摯推薦！
1345,Akira,我喜歡Toyz的每部影片，之前你因為哈麻而進去牢裡蹲過，說實話跟我一點關係都沒有，不影響我對你的支持度，我單純就是喜歡你用消費者的角度去評論食物，希望可以一直持續下去！加油！
1346,b b,感謝toyz做這集 以後要去探訪蘆洲親友就可以去吃了也歡迎toyz來永和樂華夜市喔
1347,Love hibiki,toyz 我推薦你開場那邊的沙威瑪 很好吃 往裡面走一點點的豬血糕也很讚  十字路口的水果飲料店 往右走還有楊家芋粿 地瓜球   還有周烏豬魯肉飯
1348,虚空的虚空🙃️,笑死聽到垃圾車的音樂還自覺是來接自己的。小劉開自己玩笑沒在怕的
1349,何憬祈,希望Toyz能夠堅持戒毒加油加油
1350,JiaHsien Lin,"身為蘆洲人
Toyz選的店在蘆洲都算不錯的
不過蘆洲就那麼小
可能真的只有這幾家很好吃"
1351,鮭魚,蘆洲還有很多好吃的期待椅子再來🥹🥹
1352,鄭小剛,希望Toyz能夠堅持戒毒加油加油
1353,林先生,"身為蘆洲人
Toyz選的店在蘆洲都算不錯的
不過蘆洲就那麼小
可能真的只有這幾家很好吃"
1354,詩詩,蘆洲還有很多好吃的期待椅子再來🥹🥹
1355,基百郎,感謝托椅子介紹，我台北去過一堆夜市，就是還沒去過蘆洲 XD
1356,珍妮佛羅陪吃,小劉 下次來台中旱溪夜市吧 你不會失望的
1357,Yi Bang,"難得看到椅子哥大推特推
有機會真的想去吃看看xD"""
1358,Sam L,"Toyz可以拍一個系列大學附近 讚/雷的食物嗎
第一集可以拍淡江大學附近的「烤大學」"
1359,Pin Pin,住蘆洲20多年，很多好吃的沒有做外送，不太建議椅子搬來啦XD
1360,愛佐佐,"蘆洲信義路287號的炸肉圓超推!!!!
椅子哥可以去吃吃看"
1361,AenN,"蘆洲應該是空屋率最低的 ~ 椅子應該是說錯了
新聞有報導，七都空屋率最低在蘆洲
Google都查的到 !"
1362,owen,"瀨戶老阿伯甜不辣專賣店
蘆洲中山一路114號
這家炸肉圓椅子️應該會喜歡
推薦你"
1363,Wei Lin,歡迎Toyz來蘆洲：）
1364,王子man,樹林有什麼好吃的 我等小劉影片  :))
1365,阿哲,為什麼toyz把房子賣了
1366,KENT JJ,"那天買飲料有遇到TOYZ
我是旁邊帶著柯基的粉絲
不太好意思和偶像打招呼"
1367,FBI 抓蘿莉控,小劉什麼時候去得吖！我每天都會在那邊怎麼都沒遇到
1368,cenlo5,支持Toyz啦
1369,Jeffrey Lin,小劉知道 13:02 肉圓老闆娘在後面嗎
1370,冥哥,看到椅子 卻來不及跟你拍照 
1371,MoReKa 114,我的椅子哥是真的帥
1372,林俊達,toyz來新莊拉
1373,筱嫚丁,椅子手抖成這樣 身體還好嗎
1374,彰李,噢噢噢噢噢噢toyz在我家旁邊逛街我都不知道，乾
1375,五股郎Neil,歡迎小劉來五股
1376,相册,？？？toyz，我记得toyz不是没了吗
